Pside_AnkleAngles,Pside_KneeAngles,Pside_HipAngles,Pside_PelvisAngles,Pside_GASnorm,Pside_RFnorm,Pside_VLnorm,Pside_BFnorm,Pside_STnorm,Pside_TAnorm,Pside_ERSnorm,Nside_AnkleAngles,Nside_KneeAngles,Nside_HipAngles,Nside_PelvisAngles,Nside_GASnorm,Nside_RFnorm,Nside_VLnorm,Nside_BFnorm,Nside_STnorm,Nside_TAnorm,Nside_ERSnorm
-5.071416254498763,15.854421438296761,24.42963209947594,-2.6510536495072223,0.14184455746759386,0.35631607014859873,0.3933055106975085,0.20158248823540711,0.5878567409737238,0.6682559851937091,0.3430040916710662,3.2410973097471745,19.29421187938666,27.615329818369595,0.3079023883345659,0.08876242011111304,0.30011813045728297,0.27905935104272084,0.7794774852043542,0.3620146204126662,0.45749128187253074,0.32043271970636933
-5.126890422331866,16.01729889578162,24.42113386646561,-2.6594583924932675,0.143802719566279,0.35810186990031134,0.3941862913255648,0.21000290178038514,0.5960595921828243,0.6819059636580196,0.34695447771962595,3.1852344428067783,19.42184126127184,27.60026728329517,0.3100480668940349,0.09084904994807844,0.30862242937104833,0.27930862480957774,0.7816249243806773,0.36282935254763804,0.44967457281012846,0.32312603111182125
-5.181345372752875,16.17982000558865,24.41212867521343,-2.6678810019572823,0.1450319471267365,0.3595077396617563,0.3935552163354626,0.21829867933805855,0.6014429980285737,0.6993657870160613,0.35050247279653,3.129469880409424,19.549170126500364,27.5848470004167,0.31212355607801445,0.09442768390600759,0.3156780010184913,0.2802417302107968,0.7819507327051436,0.3622941858328067,0.4434719493552399,0.3287290146517665
-5.234737604392267,16.341982694367886,24.40259225712191,-2.676321002437416,0.14530265504583426,0.36040161845011387,0.3938486491131433,0.2249063547641733,0.6044873548046883,0.7180827269869807,0.35195448771731863,3.0738042219661588,19.67619688931569,27.569083820315164,0.3141255734631201,0.09862294945600128,0.3204241360264037,0.2825080144942691,0.7802304000809774,0.36139198002977835,0.4379465079431958,0.33777309996215876
-5.287023615880521,16.50378488876936,24.39250034359354,-2.684777918471819,0.14473048716041564,0.3610408951716042,0.3966591609197962,0.22959700270890113,0.6081381295232544,0.7342924301175922,0.35051237563615717,3.0182380668880295,19.802919963961287,27.55299259357153,0.3160508366259674,0.10265853161415554,0.3232014810181765,0.2865849818708128,0.7761449882317641,0.3611898819972198,0.4319118508150083,0.3499910926407527
-5.338159905848114,16.665224515443118,24.38182866603081,-2.6932512745986426,0.1438346688936678,0.36177866742288345,0.40141222528834214,0.23290421759378316,0.6147670535274575,0.7440624753587027,0.34649734715091246,2.962772014586081,19.929337764680604,27.536588170766784,0.3178960631431719,0.10617303172841841,0.32499043096886104,0.2924213504734641,0.7703637686883452,0.3620169393600681,0.42436214622459173,0.3642139482308398
-5.388102972925525,16.826299501039188,24.37055295583622,-2.7017405953560365,0.1432389269828736,0.36285629132741504,0.4067440203558023,0.23603740914561347,0.6239510106941992,0.7467589900825498,0.3407872959593043,2.9074066644713596,20.055448705717108,27.519885402481876,0.31965797059134937,0.10930108031202876,0.3272241808752312,0.3003151446925519,0.7637807020686075,0.36413395571756824,0.4149980682531847,0.379034462589094
-5.436809315743231,16.987007772207615,24.358648944412263,-2.710245405282151,0.1433385620078157,0.3646514995476169,0.4120393723456396,0.2400128228214235,0.6321382298665281,0.7439766253506124,0.33458841936762707,2.852142615954912,20.181251201314254,27.5028991392978,0.3213332765471152,0.11224067272708065,0.3301029984799092,0.31044519469642573,0.7570757045042718,0.3669660645027698,0.4040860502032311,0.3933713486122662
-5.484732020732479,17.147476451507753,24.3461960124711,-2.718764798124213,0.1441204377567612,0.3675459923923924,0.4183645393208309,0.24519322457324733,0.6348308536717179,0.7404799121168371,0.32892581113031844,2.796957933993576,20.306840911329225,27.48563100631615,0.32294950985711923,0.11485433257108366,0.33354214955586337,0.3222819456957049,0.7506437178412546,0.36989657948114163,0.39229274720096763,0.4067091435490419
-5.532565615042283,17.307875300910787,24.33335806516335,-2.727301933221933,0.14512768668611137,0.37210003228093785,0.42839824971422663,0.2515173742343765,0.6298207890863563,0.7407500869733582,0.3244211023773056,2.7418292802223285,20.432357987064897,27.468057935098635,0.32456590542002167,0.11684497764654525,0.3370076738086247,0.3351430151470049,0.7433273876522639,0.3731214650173151,0.38031456837348615,0.419537767122515
